tripid,faremethod,fare,loc_from,loc_to,driverid,custid,distance,duration
3765,1,55.1,9,1,1838,2263,4.02,19
3766,2,185.76,6,13,1623,2764,11.24,10
3767,1,180.84,13,10,1240,2161,18.57,10
3768,2,323.76,13,14,1905,2535,16.99,9
3769,2,178.3,3,10,1989,3838,10.83,14
3770,2,336.48,5,7,1191,3029,17.52,1
3771,2,228.72,5,10,1142,2352,13.03,21
3772,3,82.6,9,14,1705,2746,9.52,11
3773,1,135.6,13,10,1870,3455,14.8,18
3774,2,276.72,11,3,1983,3839,15.03,11
3775,2,395.52,3,11,1911,2757,19.98,13
3776,4,143.4,9,2,1371,3308,15.45,6
3777,2,176,6,2,1712,3614,10.6,8
3778,2,110.4,7,11,1942,2223,4.04,9
3779,2,149.8,12,13,1563,3126,7.98,18
3780,3,138.36,3,11,1685,2477,15.03,1
3781,3,58.55,15,11,1292,2549,4.71,17
3782,3,52.8,8,4,1153,3140,3.56,13
3783,3,58.3,2,6,1185,3938,4.66,10
3784,2,99.8,14,15,1645,2877,2.98,9
3785,2,110.2,14,8,1739,2438,4.02,6
3786,2,336.48,1,3,1486,2173,17.52,17
3787,2,234.72,9,3,1798,3995,13.28,12
3788,2,354,6,12,1315,3600,18.25,14
3789,3,74.5,14,11,1699,2684,7.9,9
3790,2,326.88,4,8,1488,3421,17.12,16
3791,2,165.2,12,11,1395,3513,9.52,17
3792,3,59.1,2,11,1381,3079,4.82,11
3793,2,326.88,14,2,1496,3892,17.12,1
3794,4,56.9,4,9,1391,2813,4.38,18
3795,4,190.8,5,9,1897,3927,19.4,17
3796,2,354,4,12,1064,3237,18.25,13
3797,2,110.2,13,1,1798,2921,4.02,20
3798,2,96.8,9,10,1986,2536,2.68,12
3799,2,148.5,7,12,1328,3096,7.85,17
3800,2,173.4,15,4,1865,3748,10.34,6
3801,2,173.4,2,4,1869,2508,10.34,23
3802,3,67.25,10,14,1045,2464,6.45,22
3803,3,119.28,5,1,1355,3743,13.44,21
3804,2,158.9,13,9,1021,2529,8.89,11
3805,1,99.96,2,11,1256,3786,11.83,9
3806,2,155.7,4,10,1943,3228,8.57,14
3807,2,211.68,7,9,1329,2177,12.32,10
3808,2,93.6,2,8,1006,2502,2.36,6
3809,2,199.92,3,12,1262,3008,11.83,20
3810,1,55.1,3,1,1409,3153,4.02,19
3811,4,167.16,10,12,1059,3424,17.43,16
3812,4,70.05,7,1,1146,2154,7.01,11
3813,2,173.4,1,6,1902,3465,10.34,12
3814,3,145.92,11,5,1558,2944,15.66,11
3815,3,150.84,8,13,1511,3359,16.07,15
3816,2,376.56,5,1,1988,2556,19.19,12
3817,2,132.4,4,3,1712,2868,6.24,6
3818,2,164.6,5,10,1316,3413,9.46,3
3819,2,227.52,1,13,1865,2981,12.98,16
3820,2,326.88,4,8,1726,3407,17.12,1
3821,2,286.8,5,6,1709,3861,15.45,6
3822,2,286.8,8,6,1357,3634,15.45,6
3823,4,190.8,15,4,1212,3031,19.4,6
3824,2,241.2,9,1,1944,2241,13.55,23
3825,2,169.6,14,12,1340,2245,9.96,17
3826,4,60.6,10,13,1806,2587,5.12,13
3827,2,318.24,7,9,1912,2347,16.76,1
3828,4,145.2,5,9,1486,3465,15.6,22
3829,3,74.9,6,13,1771,2509,7.98,23
3830,2,148.5,3,12,1621,2629,7.85,18
3831,2,326.88,15,8,1930,3784,17.12,5
3832,1,147.84,10,5,1153,3605,15.82,6
3833,3,145.92,2,14,1543,3008,15.66,20
3834,3,55.1,7,8,1738,3490,4.02,6
3835,1,163.44,15,2,1554,2185,17.12,12
3836,2,130.3,5,12,1273,2543,6.03,4
3837,2,199.2,4,5,1045,3170,11.8,18
3838,2,395.52,8,13,1882,2371,19.98,7
3839,1,53.45,4,9,1269,2559,3.69,7
3840,1,114.36,15,10,1362,3017,13.03,11
3841,2,165.2,4,11,1717,3044,9.52,6
3842,2,238.56,4,1,1924,3222,13.44,5
3843,2,121.2,1,13,1441,3507,5.12,8
3844,4,53.45,13,5,1429,3102,3.69,12
3845,2,178.3,12,2,1115,2729,10.83,1
3846,2,295.68,3,5,1090,3826,15.82,10
3847,3,117.36,10,14,1198,2634,13.28,11
3848,4,66.2,12,10,1084,2035,6.24,13
3849,2,99.8,6,3,1643,3493,2.98,17
3850,1,106.68,12,15,1741,3094,12.39,3
3851,2,146.6,15,6,1669,3012,7.66,10
3852,2,220.8,2,10,1384,2880,12.7,6
3853,3,180.48,15,2,1697,3180,18.54,12
3854,3,138.36,1,3,1487,3839,15.03,4
3855,2,132.4,3,3,1100,2150,6.24,13
3856,3,82.6,4,14,1226,3959,9.52,20
3857,2,100.4,9,1,1640,3154,3.04,16
3858,2,361.68,4,10,1697,2408,18.57,4
3859,2,334.32,5,12,1339,2584,17.43,12
3860,4,170.4,15,15,1994,3438,17.7,10
3861,2,132,6,2,1879,3660,6.2,10
3862,2,395.52,5,13,1368,2661,19.98,9
3863,2,110.4,10,11,1712,2237,4.04,9
3864,2,220.8,5,10,1209,2586,12.7,6
3865,4,84.8,6,12,1492,3862,9.96,6
3866,2,100.4,10,1,1275,2115,3.04,19
3867,2,106.9,3,9,1394,2853,3.69,7
3868,2,178.3,7,8,1055,3666,10.83,6
3869,2,93.6,8,8,1540,3875,2.36,22
3870,2,105.3,15,8,1954,3195,3.53,12
3871,1,70.05,13,1,1581,3703,7.01,12
3872,2,244.08,2,7,1603,2583,13.67,4
3873,2,271.2,12,11,1973,3587,14.8,6
3874,2,130.3,12,9,1491,2172,6.03,12
3875,3,57.15,5,6,1785,2603,4.43,6
3876,1,177,8,3,1496,3392,18.25,2
3877,2,186.24,2,11,1040,3688,11.26,16
3878,2,129,11,1,1563,3321,5.9,6
3879,2,140.1,11,14,1035,2711,7.01,13
3880,2,334.32,8,12,1437,3759,17.43,18
3881,2,117.1,14,5,1884,3909,4.71,14
3882,2,244.08,14,14,1561,3200,13.67,16
3883,2,326.88,2,8,1941,3545,17.12,22
3884,2,155.2,14,8,1607,2303,8.52,8
3885,2,176,13,9,1494,2414,10.6,11
3886,2,105.6,3,7,1005,3686,3.56,9
3887,2,176,7,9,1018,2715,10.6,13
3888,3,168.24,15,3,1088,2864,17.52,19
3889,1,86.7,6,4,1577,2859,10.34,17
3890,1,74.5,1,1,1861,2535,7.9,22
3891,2,118.2,6,8,1915,3157,4.82,15
3892,3,46.05,11,10,1367,2622,2.21,12
3893,2,305.76,13,1,1303,3891,16.24,3
3894,2,361.68,14,6,1840,2628,18.57,9
3895,2,310.8,10,1,1100,2983,16.45,8
3896,2,224.64,10,3,1136,3798,12.86,22
3897,2,105.3,14,15,1972,2610,3.53,8
3898,2,146.6,1,6,1499,3193,7.66,17
3899,2,173.4,1,6,1251,2371,10.34,1
3900,4,77.6,15,8,1085,2020,8.52,12
3901,2,186.24,4,7,1465,3157,11.26,15
3902,2,213.36,1,12,1630,3744,12.39,9
3903,3,57.15,14,5,1857,3499,4.43,21
3904,2,372,12,6,1365,3873,19,19
3905,2,99,8,7,1214,2120,2.9,17
3906,1,117.36,2,3,1851,2259,13.28,23
3907,2,100.4,8,7,1566,2055,3.04,6
3908,2,361.68,9,6,1604,3998,18.57,6
3909,2,247.2,8,8,1260,3409,13.8,6
3910,2,186.24,15,11,1458,2795,11.26,9
3911,2,326.88,8,2,1609,3733,17.12,6
3912,1,138.36,4,11,1612,2211,15.03,1
3913,2,118.2,2,11,1540,3109,4.82,11
3914,2,295.68,11,10,1062,3626,15.82,11
3915,1,190.8,8,9,1140,2331,19.4,13
3916,2,149.5,6,11,1785,3617,7.95,19
3917,2,149,9,1,1178,3464,7.9,17
3918,1,56.9,1,9,1400,2965,4.38,11
3919,2,213.36,7,12,1476,2380,12.39,8
3920,2,330.48,4,15,1029,3292,17.27,6
3921,1,74.25,5,6,1615,2490,7.85,16
3922,4,46.8,3,8,1716,3384,2.36,9
3923,2,275.04,9,3,1452,3585,14.96,15
3924,2,330.48,14,15,1010,2720,17.27,6
3925,2,164.2,5,7,1455,2727,9.42,11
3926,2,301.68,11,3,1306,2381,16.07,10
3927,2,164.6,13,4,1682,3706,9.46,11
3928,3,62.9,7,8,1193,3996,5.58,11
3929,3,106.68,2,12,1626,3199,12.39,6
3930,2,117.1,4,5,1518,2699,4.71,15
3931,2,106.9,8,9,1258,2599,3.69,21
3932,2,326.88,14,2,1604,2556,17.12,20
3933,1,77.85,14,7,1244,2295,8.57,1
3934,2,310.32,6,2,1868,3069,16.43,17
3935,2,130.3,2,7,1806,3396,6.03,8
3936,3,65.15,6,12,1233,2506,6.03,8
3937,2,92.1,3,10,1602,2966,2.21,5
3938,2,305.76,5,6,1702,3035,16.24,15
3939,2,105.3,9,15,1824,2463,3.53,19
3940,2,125.8,14,8,1340,3614,5.58,6
3941,2,93.6,1,6,1972,2042,2.36,1
3942,4,46.05,8,10,1331,3134,2.21,4
3943,2,360.96,9,12,1059,3610,18.54,6
3944,2,150.4,1,9,1739,2736,8.04,9
3945,1,45.9,4,5,1123,2538,2.18,14
3946,2,310.32,11,5,1050,3130,16.43,12
3947,4,64.5,3,9,1354,3715,5.9,16
3948,2,361.68,10,10,1827,3772,18.57,8
3949,2,125.4,10,14,1477,2181,5.54,1
3950,2,148.5,5,6,1736,2948,7.85,6
3951,1,73.3,7,6,1111,2164,7.66,15
3952,2,150.4,7,9,1558,2447,8.04,16
3953,1,147.84,12,5,1942,3062,15.82,17
3954,1,75.2,5,13,1586,2844,8.04,16
3955,2,114.2,12,4,1251,3282,4.42,18
3956,1,49.9,2,15,1139,3094,2.98,19
3957,3,138.36,11,11,1734,3318,15.03,11
3958,2,113.8,8,8,1996,2263,4.38,14
3959,1,66.2,15,10,1185,3592,6.24,10
3960,2,211.68,10,2,1604,3138,12.32,15
3961,3,53.45,4,9,1981,3385,3.69,22
3962,2,305.76,14,6,1593,3952,16.24,18
3963,2,186.24,1,7,1910,2420,11.26,11
3964,2,158.9,6,7,1566,3775,8.89,14
3965,2,334.32,3,5,1078,2848,17.43,15
3966,3,89.15,3,2,1172,3588,10.83,15
3967,4,66.2,12,3,1233,3637,6.24,6
3968,4,53.45,13,9,1189,3739,3.69,17
3969,2,96.8,9,15,1161,3847,2.68,3
3970,1,105.84,8,9,1551,3821,12.32,16
3971,4,64.9,5,8,1336,3696,5.98,6
3972,2,340.8,13,5,1080,3385,17.7,20
3973,1,77.85,3,10,1761,3806,8.57,10
3974,2,238.56,10,1,1361,2068,13.44,23
3975,2,149.5,8,11,1112,3838,7.95,7
3976,3,161.88,8,6,1101,2310,16.99,12
3977,2,150.4,1,13,1144,2276,8.04,13
3978,3,88,6,15,1402,3006,10.6,19
3979,2,139.4,10,4,1292,3470,6.94,13
3980,4,91.32,8,10,1407,2030,11.11,11
3981,1,112.32,13,3,1443,3426,12.86,17
3982,2,158,2,5,1735,3364,8.8,22
3983,3,74.25,6,6,1379,2965,7.85,11
3984,2,156,2,1,1709,2987,8.6,12
3985,1,58.55,3,5,1904,3735,4.71,12
3986,2,139.4,12,4,1227,3239,6.94,18
3987,2,140.1,10,14,1375,3404,7.01,15
3988,3,88,3,9,1967,3522,10.6,11
3989,1,74.25,11,6,1790,3645,7.85,12
3990,2,381.6,10,4,1563,3867,19.4,18
3991,2,275.04,7,8,1098,2806,14.96,15
3992,2,91.8,12,3,1108,2181,2.18,17
3993,2,92.1,3,13,1109,2931,2.21,22
3994,1,89.15,3,2,1498,2668,10.83,20
3995,3,163.44,4,2,1513,3817,17.12,6
3996,2,93.6,12,6,1995,2038,2.36,10
3997,3,59.1,14,8,1777,3032,4.82,9
3998,1,77.6,3,4,1708,2400,8.52,2
3999,2,241.2,2,1,1556,3235,13.55,6
4000,2,129.8,4,5,1096,2420,5.98,19
4001,4,74.75,13,4,1282,3556,7.95,16
4002,4,143.4,9,2,1760,3726,15.45,6
4003,4,88.6,3,1,1169,3520,10.72,6
4004,2,254.64,3,11,1668,3467,14.11,11
4005,2,372,11,15,1095,2251,19,14
4006,2,173.4,11,4,1749,3437,10.34,22
4007,2,106.9,7,9,1401,3385,3.69,14
4008,2,158.9,5,9,1987,3749,8.89,12
4009,1,93.12,9,11,1373,2059,11.26,10
4010,2,116.6,10,3,1301,3622,4.66,1
4011,2,164.6,2,10,1105,2016,9.46,13
4012,1,77.6,7,4,1838,3345,8.52,22
4013,2,310.32,14,5,1878,3586,16.43,17
4014,2,228.72,8,10,1571,3476,13.03,10
4015,2,310.32,1,5,1702,2081,16.43,11
4016,2,224.64,1,3,1451,2258,12.86,12
4017,2,361.68,4,10,1048,2250,18.57,17
4018,2,105.6,15,7,1731,2481,3.56,23
4019,1,96.12,12,2,1669,2428,11.51,9
4020,1,48.4,2,10,1651,3499,2.68,1
4021,2,113.8,14,8,1679,3039,4.38,6
4022,2,310.32,9,2,1023,3811,16.43,6
4023,3,45.9,6,3,1670,2442,2.18,19
4024,2,114.2,1,4,1237,2708,4.42,14
4025,2,146.6,10,7,1142,3284,7.66,22
4026,2,372,7,15,1329,2198,19,23
4027,2,360.96,11,12,1028,2084,18.54,6
4028,2,291.84,15,14,1506,3639,15.66,3
4029,2,118.2,10,8,1376,2924,4.82,14
4030,3,190.8,7,9,1993,3700,19.4,16
4031,4,55.2,4,2,1145,2297,4.04,6
4032,2,129,5,9,1183,2263,5.9,14
4033,1,78,9,1,1161,3588,8.6,21
4034,2,304.32,4,14,1372,3178,16.18,7
4035,2,149.8,3,4,1569,3129,7.98,19
4036,4,99.96,1,11,1784,2919,11.83,19
4037,2,110.4,12,11,1366,3323,4.04,10
4038,2,227.52,15,2,1679,2982,12.98,6
4039,2,176,2,2,1925,2354,10.6,20
4040,2,114.3,10,5,1825,2634,4.43,6
4041,2,164.6,14,4,1032,3782,9.46,18
4042,1,88,8,15,1111,2081,10.6,12
4043,2,312.72,9,12,1579,3331,16.53,14
4044,2,99,2,7,1765,2138,2.9,11
4045,2,140.1,15,14,1995,2142,7.01,8
4046,4,58.3,2,3,1474,3607,4.66,6
4047,2,304.08,10,14,1237,3156,16.17,17
4048,2,90,6,3,1190,2863,2,1
4049,2,290.4,14,9,1168,2022,15.6,6
4050,1,155.16,14,2,1257,2922,16.43,6
4051,1,195.84,3,10,1727,3100,19.82,13
4052,2,336.48,7,3,1522,3959,17.52,9
4053,1,78,14,1,1296,3637,8.6,19
4054,3,79,10,4,1607,2881,8.8,12
4055,2,376.56,11,2,1998,2023,19.19,18
4056,2,110.4,13,2,1634,2784,4.04,8
4057,2,158.9,4,7,1018,3562,8.89,11
4058,2,125.8,14,13,1761,3191,5.58,6
4059,3,152.88,9,1,1135,3442,16.24,1
4060,2,117.1,14,11,1912,2241,4.71,12
4061,2,213.36,14,15,1664,2248,12.39,11
4062,2,110.2,9,1,1248,3562,4.02,5
4063,2,149,5,11,1224,2383,7.9,8
4064,2,213.36,11,15,1091,2209,12.39,9
4065,3,50.25,6,15,1097,2084,3.05,11
4066,2,372,2,15,1399,3368,19,12
4067,3,170.4,9,15,1156,3504,17.7,10
4068,2,105.3,4,15,1912,2874,3.53,10
4069,2,117.1,7,5,1089,2838,4.71,15
4070,2,132.4,9,3,1234,3315,6.24,13
4071,2,92.1,9,10,1948,2610,2.21,7
4072,2,211.68,6,2,1604,2821,12.32,8
4073,3,163.44,12,2,1715,2090,17.12,23
4074,2,114.2,8,15,1563,3142,4.42,10
4075,4,161.88,7,6,1239,2381,16.99,11
4076,2,186.72,9,4,1538,3906,11.28,6
4077,2,330.48,7,15,1650,3786,17.27,16
4078,2,310.32,11,5,1814,2193,16.43,11
4079,4,57.15,2,6,1422,2007,4.43,13
4080,1,127.32,13,11,1363,3250,14.11,11
4081,2,176,8,15,1588,3319,10.6,6
4082,1,60.6,6,13,1641,3480,5.12,6
4083,2,330.48,8,15,1629,2119,17.27,17
4084,1,83.4,3,5,1833,2806,9.68,10
4085,2,96.8,7,15,1252,2408,2.68,21
4086,3,156.36,13,12,1954,2199,16.53,13
4087,2,310.8,13,1,1282,3406,16.45,10
4088,2,100.4,7,7,1411,2328,3.04,6
4089,3,65.15,12,3,1798,3263,6.03,12
4090,1,69.7,1,12,1908,2032,6.94,8
4091,4,180.48,1,2,1560,2730,18.54,12
4092,2,271.2,3,11,1683,2071,14.8,12
4093,2,105.3,11,8,1227,2514,3.53,15
4094,1,74.75,11,11,1091,3544,7.95,13
4095,2,146.6,7,6,1330,2391,7.66,11
4096,2,176,12,3,1995,3626,10.6,10
4097,4,188.28,15,1,1421,3092,19.19,19
4098,2,241.2,11,12,1663,3609,13.55,12
4099,2,361.68,1,6,1244,2839,18.57,21
4100,3,197.76,14,11,1136,3311,19.98,6
4101,2,164.6,3,4,1397,3164,9.46,20
4102,2,336.48,14,3,1253,3497,17.52,6
4103,4,79.45,1,7,1819,2424,8.89,18
4104,2,117.1,7,5,1940,3096,4.71,12
4105,2,176,13,3,1918,3627,10.6,9
4106,2,93.6,1,6,1943,2994,2.36,6
4107,4,62.9,5,13,1201,3623,5.58,15
4108,1,88,13,9,1623,2205,10.6,12
4109,2,330.48,9,13,1941,3837,17.27,6
4110,4,49.5,2,15,1902,3390,2.9,12
4111,2,169.6,13,13,1465,3677,9.96,21
4112,2,318.24,12,9,1835,3285,16.76,11
4113,2,149,14,1,1445,2328,7.9,9
4114,2,149,6,1,1661,2679,7.9,4
4115,2,227.52,8,2,1050,3504,12.98,6
4116,2,113.8,4,9,1380,3161,4.38,6
4117,3,156.36,4,9,1675,3311,16.53,19
4118,4,66,11,2,1038,3185,6.2,11
4119,2,169.6,8,12,1981,2924,9.96,8
4120,2,395.52,5,13,1083,2862,19.98,22
4121,3,143.4,10,2,1355,3531,15.45,6
4122,3,155.16,7,5,1681,2873,16.43,19
4123,2,301.68,1,13,1978,2056,16.07,6
4124,2,185.76,7,14,1850,2946,11.24,6
4125,2,182.64,2,12,1069,3347,11.11,21
4126,1,58.3,5,6,1411,3944,4.66,22
4127,1,53.45,3,5,1779,2852,3.69,8
4128,2,178.3,4,10,1709,3530,10.83,6
4129,2,158.9,2,7,1052,2965,8.89,11
4130,2,178.3,14,7,1447,2477,10.83,11
4131,3,106.68,5,15,1363,3255,12.39,14
4132,2,140.1,1,14,1911,3646,7.01,16
4133,2,141,15,10,1427,2188,7.1,13
4134,2,132.4,5,10,1803,3681,6.24,22
4135,1,113.76,10,13,1394,3528,12.98,8
4136,2,290.4,12,9,1567,3503,15.6,6
4137,4,127.32,9,11,1692,3088,14.11,11
4138,2,100.5,11,15,1505,3136,3.05,23
4139,1,99.6,13,13,1289,3686,11.8,12
4140,1,145.92,7,14,1021,2867,15.66,3
4141,2,149.8,3,4,1770,3486,7.98,21
4142,2,213.36,6,12,1934,2553,12.39,12
4143,2,129.8,3,8,1208,3325,5.98,15
4144,1,168.24,5,7,1347,3521,17.52,6
4145,4,135.6,8,10,1886,2563,14.8,12
4146,2,323.76,3,6,1059,3297,16.99,8
4147,3,188.64,14,13,1393,3578,19.22,15
4148,3,159.12,2,9,1774,2887,16.76,6
4149,1,62.7,11,14,1060,3351,5.54,6
4150,2,309.6,3,9,1241,2403,16.4,6
4151,2,110.2,4,8,1806,3797,4.02,1
4152,2,96.8,9,15,1049,2017,2.68,13
4153,2,117.1,8,11,1123,3723,4.71,12
4154,3,75.2,3,9,1284,2651,8.04,12
4155,3,59.1,13,11,1469,3029,4.82,6
4156,2,275.04,11,3,1197,3416,14.96,12
4157,2,199.92,15,11,1280,3578,11.83,5
4158,2,330.48,14,13,1978,3745,17.27,12
4159,1,84.8,1,12,1637,2490,9.96,12
4160,3,155.4,1,1,1386,3203,16.45,12
4161,2,238.56,11,5,1172,3171,13.44,7
4162,1,167.16,13,5,1656,2715,17.43,23
4163,3,190.8,1,9,1541,3924,19.4,6
4164,3,127.32,15,6,1856,3946,14.11,12
4165,2,105.3,12,8,1559,3728,3.53,16
4166,2,238.56,6,1,1277,3460,13.44,6
4167,2,254.64,12,11,1085,3111,14.11,16
4168,2,139.4,11,4,1745,3746,6.94,6
4169,2,228.72,6,10,1270,2740,13.03,8
4170,2,155.7,2,10,1292,2947,8.57,19
4171,3,197.76,15,11,1690,3211,19.98,6
4172,1,74.5,14,11,1731,3110,7.9,4
4173,2,117.1,11,5,1620,2757,4.71,1
4174,2,125.8,9,13,1112,2111,5.58,17
4175,2,110.2,4,1,1994,3619,4.02,9
4176,2,106.9,5,5,1775,3343,3.69,13
4177,1,66.2,3,3,1919,3484,6.24,22
4178,2,100.4,10,1,1914,2253,3.04,16
4179,3,45,8,3,1866,3270,2,8
4180,4,45.9,12,3,1558,2336,2.18,9
4181,2,148.5,13,12,1346,2567,7.85,6
4182,3,59.1,5,11,1885,3584,4.82,22
4183,2,105.3,12,15,1657,3687,3.53,19
4184,2,305.76,12,6,1116,3560,16.24,19
4185,2,164.2,3,7,1257,2553,9.42,12
4186,2,173.4,3,6,1811,2902,10.34,14
4187,4,65.15,12,12,1685,2879,6.03,6
4188,2,360.96,13,2,1767,3814,18.54,9
4189,4,70.5,8,10,1094,2363,7.1,19
4190,1,65.15,14,9,1039,2661,6.03,18
4191,4,55.2,7,2,1223,2920,4.04,9
4192,4,84.8,4,12,1920,3748,9.96,22
4193,1,69.7,1,4,1934,2956,6.94,18
4194,4,138.36,8,11,1092,3577,15.03,19
4195,2,139.4,9,12,1229,3342,6.94,6
4196,4,74.75,2,11,1790,3324,7.95,17
4197,2,130.3,5,9,1125,3324,6.03,15
4198,2,334.32,14,12,1392,2387,17.43,10
4199,1,93.12,6,7,1445,2124,11.26,19
4200,3,110.4,6,1,1647,3785,12.7,21
4201,2,100.5,9,11,1294,3183,3.05,15
4202,2,213.36,10,12,1899,3159,12.39,18
4203,3,92.88,4,13,1057,3826,11.24,22
4204,2,376.56,7,1,1169,3148,19.19,6
4205,2,178.3,15,10,1709,3118,10.83,6
4206,2,146.6,11,7,1439,3590,7.66,13
4207,2,199.92,14,11,1691,3014,11.83,6
4208,1,150.84,4,3,1284,2526,16.07,13
4209,2,150.4,11,9,1874,3467,8.04,15
4210,3,77.85,14,10,1578,3395,8.57,14
4211,2,125.4,13,14,1926,3014,5.54,6
4212,4,110.4,11,10,1229,3898,12.7,6
4213,1,177,10,3,1509,3222,18.25,9
4214,2,247.2,6,12,1471,3944,13.8,6
4215,2,228.72,12,10,1722,3170,13.03,10
4216,3,82.3,15,4,1616,3602,9.46,20
4217,2,106.9,14,5,1121,2230,3.69,17
4218,2,238.56,6,5,1032,2697,13.44,11
4219,2,276.72,14,3,1265,2731,15.03,14
4220,2,165.2,5,14,1611,3013,9.52,9
4221,2,92.1,3,13,1960,3982,2.21,22
4222,3,82.6,9,11,1986,3112,9.52,12
4223,2,304.08,2,12,1539,3813,16.17,11
4224,1,114.36,6,10,1604,2013,13.03,23
4225,2,227.52,5,2,1891,3630,12.98,19
4226,2,192.24,13,15,1668,2916,11.51,6
4227,2,130.3,11,12,1063,3831,6.03,15
4228,3,57.15,8,6,1383,3360,4.43,11
4229,2,176,15,2,1092,2279,10.6,6
4230,1,195.84,7,10,1793,2644,19.82,20
4231,2,121.2,6,13,1267,3916,5.12,11
4232,2,117.1,2,5,1381,3929,4.71,6
4233,1,70.5,4,9,1016,3038,7.1,14
4234,2,149,9,11,1234,3057,7.9,6
4235,1,66,12,14,1863,2883,6.2,6
4236,1,145.92,1,5,1746,3964,15.66,11
4237,2,149.8,10,4,1666,3966,7.98,6
4238,2,105.3,8,8,1793,3262,3.53,6
4239,2,96.8,1,10,1995,2522,2.68,20
4240,4,83.4,5,5,1306,2931,9.68,12
4241,2,178.3,8,8,1024,3784,10.83,16
4242,2,372,15,15,1669,2003,19,6
4243,2,91.8,13,3,1287,2405,2.18,6
4244,3,58.3,12,6,1136,2978,4.66,1
4245,3,89.15,8,7,1040,2330,10.83,10
4246,2,247.2,10,8,1863,2220,13.8,6
4247,2,186.24,4,11,1943,2436,11.26,16
4248,2,100.4,7,7,1491,3790,3.04,19
4249,2,129,12,9,1795,2318,5.9,19
4250,2,310.8,4,1,1700,3554,16.45,12
4251,1,165.24,14,13,1878,3148,17.27,5
4252,1,57.15,3,6,1136,2430,4.43,6
4253,2,114.3,6,6,1958,2529,4.43,11
4254,2,177.2,8,1,1172,2313,10.72,9
4255,2,271.2,6,11,1210,3498,14.8,7
4256,2,146.6,8,6,1157,2028,7.66,21
4257,2,139.4,6,4,1356,2276,6.94,11
4258,4,143.4,4,6,1214,3917,15.45,16
4259,2,91.8,6,5,1032,2670,2.18,11
4260,2,330.48,12,15,1377,3989,17.27,18
4261,2,304.32,9,14,1562,2245,16.18,13
4262,1,50.2,11,1,1147,3061,3.04,18
4263,3,177,9,12,1723,2011,18.25,19
4264,2,182.64,8,10,1124,2225,11.11,19
4265,2,100.5,3,11,1494,2818,3.05,3
4266,2,376.56,5,2,1905,2145,19.19,22
4267,1,91.32,5,10,1706,2781,11.11,3
4268,2,326.88,6,2,1302,3074,17.12,11
4269,1,96.12,3,15,1830,2401,11.51,10
4270,2,132.4,4,10,1004,3396,6.24,12
4271,3,113.76,15,2,1306,2632,12.98,6
4272,4,60.6,10,13,1594,3913,5.12,1
4273,2,295.68,7,5,1806,2231,15.82,11
4274,1,168.24,3,7,1829,3673,17.52,6
4275,2,176,11,15,1622,3093,10.6,17
4276,2,178.3,6,8,1640,3691,10.83,19
4277,1,53.45,15,9,1214,3541,3.69,1
4278,3,52.65,11,8,1074,3004,3.53,13
4279,2,129.8,13,8,1701,2774,5.98,17
4280,3,65.15,1,12,1732,2501,6.03,19
4281,4,180.84,3,10,1738,2194,18.57,6
4282,2,91.8,10,3,1324,3693,2.18,11
4283,2,286.8,3,2,1812,3600,15.45,16
4284,2,340.8,9,5,1876,3267,17.7,18
4285,2,150.4,3,13,1466,3556,8.04,14
4286,1,105.84,3,9,1316,2767,12.32,4
4287,2,211.68,9,9,1470,3754,12.32,22
4288,2,376.56,4,2,1920,3046,19.19,21
4289,2,372,2,15,1611,2786,19,12
4290,2,114.3,10,5,1581,2654,4.43,2
4291,1,48.4,7,10,1236,2988,2.68,8
4292,2,177.2,5,4,1449,2858,10.72,9
4293,2,199.2,9,5,1811,2148,11.8,20
4294,1,117.36,3,3,1984,3738,13.28,6
4295,3,186,10,15,1850,2096,19,20
4296,3,123.6,6,12,1696,2364,13.8,5
4297,2,99,1,15,1552,3874,2.9,13
4298,2,91.8,8,5,1044,2659,2.18,11
4299,2,92.1,5,13,1486,2015,2.21,11
4300,2,178.3,12,2,1401,2319,10.83,17
4301,4,155.4,14,15,1018,2595,16.45,12
4302,2,150.4,9,9,1599,3913,8.04,17
4303,1,96.12,8,15,1662,2104,11.51,6
4304,2,90,8,1,1008,3954,2,6
4305,2,340.8,14,15,1227,2474,17.7,16
4306,4,64.9,9,8,1377,2455,5.98,13
4307,2,118.2,9,11,1344,3443,4.82,10
4308,2,130.3,14,7,1544,2401,6.03,6
4309,3,180.84,1,10,1621,2181,18.57,14
4310,2,241.2,3,12,1079,3939,13.55,11
4311,2,118.2,10,8,1345,3412,4.82,6
4312,2,271.2,4,11,1387,3171,14.8,11
4313,2,100.4,11,7,1187,2639,3.04,4
4314,2,164.2,5,8,1391,3136,9.42,12
4315,2,116.6,15,6,1909,2302,4.66,18
4316,2,121.2,10,6,1108,2862,5.12,6
4317,2,141,15,10,1951,2447,7.1,10
4318,2,129.8,14,5,1471,3837,5.98,8
4319,2,96.8,4,15,1410,3364,2.68,11
4320,2,186.24,4,7,1463,3887,11.26,8
4321,3,58.55,10,5,1026,2830,4.71,12
4322,4,57.15,7,6,1695,2573,4.43,15
4323,2,100.4,5,1,1805,3561,3.04,16
4324,3,188.64,5,13,1359,2497,19.22,13
4325,1,188.64,12,7,1675,3306,19.22,8
4326,2,125.8,12,8,1985,3507,5.58,6
4327,2,105.6,5,7,1017,3148,3.56,9
