trip_id,loc_from,searches,searches_got_estimate,searches_for_quotes,searches_got_quotes,customer_not_cancelled,driver_not_cancelled,otp_entered,end_ride
1856,9.0,1,1,1,1,1,1,1,1
1857,3.0,1,1,1,1,1,1,1,1
1858,2.0,1,1,1,1,1,1,1,1
1859,8.0,1,1,1,1,1,1,1,1
1860,3.0,1,0,0,0,0,0,0,0
1861,7.0,1,1,1,1,1,1,1,1
1862,11.0,1,1,1,1,1,1,1,1
1863,8.0,0,0,0,0,0,0,0,0
1864,9.0,1,1,1,1,1,1,1,1
1865,9.0,1,1,1,1,1,0,0,0
1866,15.0,1,0,0,0,0,0,0,0
1867,15.0,1,1,1,1,1,1,1,1
1868,13.0,1,0,0,0,0,0,0,0
1869,13.0,1,1,1,1,1,1,1,1
1870,8.0,1,1,1,1,1,1,1,1
1871,5.0,1,1,1,1,1,1,1,1
1872,6.0,1,1,1,1,1,1,1,1
1873,10.0,1,1,1,1,1,1,1,1
1874,1.0,1,1,1,1,1,1,1,1
1875,13.0,1,1,1,1,1,1,1,1
1876,3.0,0,0,0,0,0,0,0,0
1877,4.0,1,1,1,1,1,1,1,1
1878,9.0,1,1,1,1,1,1,1,1
1879,9.0,1,1,1,1,1,1,1,1
1880,13.0,1,1,1,1,1,1,1,1
1881,4.0,1,1,1,1,1,1,1,1
1882,11.0,0,0,0,0,0,0,0,0
1883,5.0,1,1,1,1,1,1,1,1
1884,2.0,1,1,1,1,1,1,1,1
1885,1.0,1,1,1,1,1,1,1,1
1886,5.0,1,1,1,1,1,1,1,1
1887,11.0,1,1,1,1,1,1,1,1
1888,4.0,1,1,1,1,1,1,1,1
1889,4.0,1,1,1,1,1,1,1,1
1890,8.0,1,1,1,1,1,1,1,1
1891,2.0,1,1,1,1,1,1,1,1
1892,14.0,1,1,1,1,1,1,1,1
1893,3.0,1,1,1,1,1,1,1,1
1894,9.0,0,0,0,0,0,0,0,0
1895,4.0,1,0,0,0,0,0,0,0
1896,11.0,1,1,1,1,1,1,1,1
1897,3.0,1,1,1,1,1,1,1,1
1898,1.0,1,1,1,1,1,1,1,1
1899,15.0,1,1,1,1,1,1,1,1
1900,2.0,1,1,1,1,1,1,1,1
1901,3.0,1,1,1,1,1,1,1,1
1902,12.0,1,1,1,1,1,1,1,1
1903,5.0,1,1,1,1,1,1,1,1
1904,12.0,1,1,1,1,1,1,1,1
1905,12.0,1,1,1,1,1,1,1,1
1906,4.0,1,1,1,1,1,1,1,1
1907,7.0,1,1,1,1,1,1,1,1
1908,13.0,1,1,1,1,1,1,1,1
1909,11.0,1,1,1,1,1,1,1,1
1910,9.0,1,1,1,1,1,1,1,1
1911,7.0,1,1,1,1,1,1,1,1
1912,5.0,0,0,0,0,0,0,0,0
1913,15.0,1,1,1,1,1,1,1,1
1914,1.0,1,1,1,1,1,1,1,1
1915,14.0,1,1,1,1,1,1,1,1
1916,6.0,1,1,0,0,0,0,0,0
1917,2.0,1,1,1,1,1,1,1,1
1918,5.0,1,1,1,1,1,1,1,1
1919,1.0,1,1,1,1,1,1,1,1
1920,4.0,1,1,1,1,1,1,1,1
1921,10.0,1,1,1,1,1,1,1,1
1922,4.0,1,1,1,1,1,1,1,1
1923,15.0,1,1,1,1,1,1,1,1
1924,10.0,1,1,1,1,1,1,1,1
1925,15.0,1,1,1,1,1,1,1,1
1926,10.0,1,1,1,1,1,1,1,1
1927,7.0,1,1,1,1,1,1,1,1
1928,15.0,1,1,1,1,1,1,1,1
1929,3.0,1,1,1,1,1,1,1,1
1930,10.0,1,1,1,1,1,1,1,1
1931,9.0,1,1,1,1,1,1,1,1
1932,3.0,1,1,1,1,1,1,1,1
1933,12.0,1,1,1,1,1,1,1,1
1934,5.0,1,1,1,1,1,1,1,1
1935,3.0,1,1,1,1,1,1,1,1
1936,9.0,1,1,1,0,0,0,0,0
1937,1.0,1,1,1,1,1,1,1,1
1938,1.0,1,1,1,1,1,1,1,1
1939,7.0,1,1,1,1,1,1,1,1
1940,11.0,1,1,1,1,1,1,1,1
1941,1.0,1,1,1,1,1,1,1,1
1942,1.0,1,1,1,1,1,1,1,1
1943,5.0,1,0,0,0,0,0,0,0
1944,5.0,1,1,1,1,1,1,1,1
1945,2.0,0,0,0,0,0,0,0,0
1946,9.0,1,1,1,1,1,1,1,1
1947,4.0,1,1,1,1,1,1,1,1
1948,10.0,1,1,0,0,0,0,0,0
1949,9.0,1,1,1,1,1,1,1,1
1950,3.0,1,1,0,0,0,0,0,0
1951,10.0,1,1,1,1,1,1,1,1
1952,13.0,1,1,1,1,1,1,1,1
1953,10.0,1,1,1,1,1,1,1,1
1954,9.0,1,1,1,1,1,1,1,1
1955,2.0,1,1,1,1,1,1,1,1
1956,14.0,1,1,1,1,1,1,1,1
1957,5.0,1,1,1,1,1,1,1,1
1958,13.0,1,1,1,1,1,1,1,1
1959,15.0,1,0,0,0,0,0,0,0
1960,8.0,0,0,0,0,0,0,0,0
1961,2.0,1,1,1,1,1,1,1,1
1962,5.0,1,1,1,1,1,1,1,1
1963,5.0,1,1,1,1,1,1,1,1
1964,14.0,1,1,1,1,1,1,1,1
1965,8.0,1,1,1,1,1,1,1,1
1966,1.0,0,0,0,0,0,0,0,0
1967,15.0,1,1,1,1,1,1,1,1
1968,4.0,1,1,1,1,1,1,1,1
1969,15.0,1,1,1,1,1,1,1,1
1970,8.0,1,1,1,1,1,1,1,1
1971,8.0,1,1,1,1,1,1,1,1
1972,5.0,1,1,1,1,1,1,1,1
1973,10.0,1,1,1,1,1,1,1,1
1974,2.0,1,1,1,1,1,1,1,1
1975,15.0,1,1,1,1,1,1,1,1
1976,14.0,1,1,1,1,1,1,1,1
1977,1.0,1,1,1,1,1,1,1,1
1978,2.0,1,1,1,1,1,1,1,1
1979,11.0,1,0,0,0,0,0,0,0
1980,15.0,1,1,1,1,1,1,1,1
1981,6.0,1,1,1,1,1,1,1,1
1982,10.0,1,1,1,1,1,1,1,1
1983,12.0,1,1,1,1,1,1,1,1
1984,8.0,1,1,1,1,1,1,1,1
1985,7.0,0,0,0,0,0,0,0,0
1986,11.0,1,1,1,1,1,1,1,1
1987,13.0,1,1,1,1,1,1,1,1
1988,7.0,1,1,1,1,1,1,1,1
1989,4.0,1,1,0,0,0,0,0,0
1990,13.0,1,1,1,1,1,1,1,1
1991,3.0,1,1,1,1,1,1,1,1
1992,6.0,1,1,1,1,1,1,1,1
1993,6.0,1,1,1,1,1,1,1,1
1994,10.0,1,1,1,1,1,1,1,1
1995,15.0,1,1,1,1,1,1,1,1
1996,2.0,1,1,1,1,1,1,1,1
1997,12.0,1,1,1,1,1,1,1,1
1998,1.0,1,1,1,1,1,1,1,1
1999,14.0,1,1,1,1,1,1,1,1
2000,14.0,1,1,1,1,1,1,1,1
2001,5.0,1,1,1,1,1,1,1,1
2002,1.0,1,1,1,1,1,1,1,1
2003,15.0,1,1,1,1,1,0,0,0
2004,6.0,1,1,1,1,1,1,1,1
2005,7.0,1,1,1,1,1,1,1,1
2006,9.0,1,1,1,1,1,1,1,1
2007,8.0,1,1,1,1,1,1,1,1
2008,11.0,0,0,0,0,0,0,0,0
2009,4.0,1,1,1,1,1,1,1,1
2010,12.0,1,1,1,1,1,1,1,1
2011,9.0,1,1,1,1,1,1,1,1
2012,7.0,1,1,1,1,1,1,1,1
2013,9.0,1,1,1,1,1,1,1,1
2014,6.0,1,1,1,1,1,1,1,1
2015,4.0,1,1,1,1,1,1,1,1
2016,12.0,1,1,1,1,1,1,1,1
2017,3.0,1,1,1,1,1,1,1,1
2018,12.0,1,1,1,1,1,1,1,1
2019,13.0,1,1,1,1,1,1,1,1
2020,14.0,1,1,1,1,1,1,1,1
2021,7.0,1,1,1,1,1,1,1,1
2022,15.0,1,1,1,1,1,1,1,1
2023,5.0,1,1,1,1,1,1,1,1
2024,3.0,1,1,1,1,1,1,1,1
2025,8.0,1,1,1,1,1,1,1,1
2026,1.0,1,1,1,1,1,1,1,1
2027,9.0,1,1,1,1,1,1,1,1
2028,15.0,1,1,1,1,1,1,1,1
2029,11.0,1,0,0,0,0,0,0,0
2030,9.0,1,1,1,1,1,1,1,1
2031,8.0,1,1,1,1,1,1,1,1
2032,2.0,1,1,1,1,1,1,1,1
2033,10.0,1,1,1,1,1,1,1,1
2034,6.0,1,1,1,1,1,1,1,1
2035,6.0,1,1,1,1,1,1,1,1
2036,4.0,1,1,1,1,1,1,1,1
2037,3.0,1,1,1,1,1,1,1,1
2038,14.0,1,1,1,1,1,1,1,1
2039,9.0,1,1,1,1,1,1,1,1
2040,9.0,1,1,1,1,1,1,1,1
2041,9.0,0,0,0,0,0,0,0,0
2042,13.0,1,0,0,0,0,0,0,0
2043,3.0,1,1,1,1,1,1,1,1
2044,4.0,1,1,1,1,1,1,1,1
2045,11.0,1,1,1,1,1,1,1,1
2046,9.0,1,1,1,1,1,1,1,1
2047,8.0,1,1,1,1,1,1,1,1
2048,12.0,1,1,1,1,1,1,1,1
2049,12.0,1,1,1,1,1,1,1,1
2050,7.0,1,1,1,1,1,1,1,1
2051,8.0,1,1,1,1,1,1,1,1
2052,11.0,0,0,0,0,0,0,0,0
2053,6.0,1,1,1,1,1,1,1,1
2054,7.0,0,0,0,0,0,0,0,0
2055,8.0,0,0,0,0,0,0,0,0
2056,9.0,1,1,1,1,1,1,1,1
2057,3.0,1,1,1,1,1,1,1,1
2058,15.0,1,1,1,1,1,1,1,1
2059,2.0,1,1,1,1,1,1,1,1
2060,5.0,0,0,0,0,0,0,0,0
2061,2.0,1,1,1,1,1,1,1,1
2062,9.0,1,1,1,1,1,1,1,1
2063,15.0,1,1,1,1,1,1,1,1
2064,14.0,1,1,1,0,0,0,0,0
2065,13.0,1,0,0,0,0,0,0,0
2066,10.0,1,1,1,1,1,1,1,1
2067,11.0,1,1,1,1,1,1,1,1
2068,9.0,1,1,1,1,1,1,1,1
2069,5.0,1,0,0,0,0,0,0,0
2070,7.0,1,1,1,1,1,1,1,1
2071,8.0,1,1,1,1,1,1,1,1
2072,13.0,1,1,1,1,1,1,1,1
2073,10.0,0,0,0,0,0,0,0,0
2074,12.0,0,0,0,0,0,0,0,0
2075,2.0,1,1,1,1,1,1,1,1
2076,13.0,1,1,1,1,1,1,1,1
2077,9.0,1,1,0,0,0,0,0,0
2078,10.0,1,1,1,1,1,1,1,1
2079,10.0,1,1,1,1,1,1,1,1
2080,2.0,1,1,1,1,1,1,1,1
2081,11.0,1,1,1,1,1,1,1,1
2082,14.0,1,1,1,1,1,1,1,1
2083,15.0,0,0,0,0,0,0,0,0
2084,4.0,1,1,1,1,1,1,1,1
2085,6.0,1,1,1,1,1,1,1,1
2086,1.0,1,1,1,1,1,1,1,1
2087,8.0,1,1,1,1,1,1,1,1
2088,2.0,1,1,1,1,1,1,1,1
2089,3.0,1,1,1,1,1,1,1,1
2090,15.0,1,1,0,0,0,0,0,0
2091,11.0,1,1,1,1,1,1,1,1
2092,7.0,1,1,1,1,1,1,1,1
2093,6.0,0,0,0,0,0,0,0,0
2094,6.0,1,1,1,1,1,1,1,1
2095,12.0,1,1,1,1,1,1,1,1
2096,8.0,1,1,1,1,1,1,1,1
2097,4.0,0,0,0,0,0,0,0,0
2098,11.0,0,0,0,0,0,0,0,0
2099,5.0,1,1,1,1,1,1,1,1
2100,13.0,0,0,0,0,0,0,0,0
2101,2.0,1,1,1,1,1,1,1,1
2102,6.0,1,1,1,1,1,1,1,1
2103,1.0,1,1,1,1,1,1,1,1
2104,2.0,0,0,0,0,0,0,0,0
2105,14.0,1,1,1,1,1,1,1,1
2106,15.0,1,0,0,0,0,0,0,0
2107,8.0,1,1,1,1,1,1,1,1
2108,1.0,1,1,1,1,1,1,1,1
2109,8.0,0,0,0,0,0,0,0,0
2110,15.0,1,1,1,1,0,0,0,0
2111,7.0,1,1,1,1,1,1,1,1
2112,6.0,0,0,0,0,0,0,0,0
2113,12.0,1,1,1,1,1,1,1,1
2114,2.0,1,1,1,1,1,1,1,1
2115,10.0,1,0,0,0,0,0,0,0
2116,11.0,1,1,1,1,1,1,1,1
2117,15.0,1,1,1,1,1,1,1,1
2118,14.0,1,1,1,1,1,1,1,1
2119,13.0,1,1,1,1,1,1,1,1
2120,10.0,1,1,1,1,1,1,1,1
2121,10.0,1,1,1,1,1,1,1,1
2122,2.0,1,1,1,1,1,1,1,1
2123,8.0,1,1,1,1,1,1,1,1
2124,1.0,1,0,0,0,0,0,0,0
2125,5.0,1,1,1,1,1,1,1,1
2126,7.0,1,1,1,1,1,1,1,1
2127,12.0,0,0,0,0,0,0,0,0
2128,14.0,1,1,1,1,1,1,1,1
2129,11.0,0,0,0,0,0,0,0,0
2130,5.0,1,1,1,1,1,1,1,1
2131,1.0,1,1,1,1,1,1,1,1
2132,4.0,1,1,1,1,1,1,1,1
2133,3.0,1,1,1,1,1,1,1,1
2134,11.0,1,0,0,0,0,0,0,0
2135,3.0,1,1,1,1,1,1,1,1
2136,7.0,1,1,1,1,1,1,1,1
2137,15.0,1,1,1,1,1,1,1,1
2138,7.0,1,1,1,1,1,1,1,1
2139,5.0,1,1,1,1,1,1,1,1
2140,2.0,1,1,1,1,1,1,1,1
2141,2.0,1,1,1,1,1,1,1,1
2142,8.0,1,1,1,1,1,1,1,1
2143,7.0,1,1,1,1,1,1,1,1
2144,5.0,1,1,1,1,1,1,1,1
2145,12.0,1,1,1,1,1,1,1,1
2146,13.0,1,1,1,1,1,1,1,1
2147,6.0,1,1,1,1,1,1,1,1
2148,2.0,1,1,0,0,0,0,0,0
2149,2.0,1,1,1,1,1,1,1,1
2150,11.0,1,1,1,1,1,1,1,1
2151,12.0,1,1,1,1,1,1,1,1
2152,6.0,1,1,1,1,1,1,1,1
2153,4.0,1,1,1,1,1,1,1,1
2154,14.0,1,1,1,1,1,1,1,1
2155,11.0,1,1,1,1,1,1,1,1
2156,6.0,1,1,1,1,1,1,1,1
2157,13.0,1,1,1,1,1,1,1,1
2158,3.0,1,1,1,1,1,1,1,1
2159,8.0,0,0,0,0,0,0,0,0
2160,10.0,0,0,0,0,0,0,0,0
2161,6.0,1,1,1,1,1,1,1,1
2162,4.0,1,1,1,1,1,1,1,1
2163,5.0,1,1,1,0,0,0,0,0
2164,13.0,1,1,1,1,1,1,1,1
2165,1.0,1,1,1,1,1,1,1,1
2166,11.0,1,1,1,1,1,1,1,1
2167,13.0,1,1,1,1,1,1,1,1
2168,4.0,1,1,1,1,1,1,1,1
2169,6.0,1,1,1,1,1,1,1,1
2170,11.0,1,1,1,1,1,1,1,1
2171,11.0,1,1,1,1,1,1,1,1
2172,3.0,1,1,1,1,1,1,1,1
2173,3.0,1,1,1,1,1,1,1,1
2174,9.0,1,1,1,1,1,1,1,1
2175,12.0,1,1,1,1,1,1,1,1
2176,4.0,1,1,1,1,1,1,1,1
2177,8.0,1,1,1,1,1,1,1,1
2178,15.0,1,1,1,1,1,1,1,1
2179,10.0,1,1,1,1,1,1,1,1
2180,10.0,1,1,1,1,1,1,1,1
2181,15.0,0,0,0,0,0,0,0,0
2182,6.0,0,0,0,0,0,0,0,0
2183,6.0,1,1,1,1,1,1,1,1
2184,10.0,1,1,1,1,1,1,1,1
2185,14.0,1,1,1,1,1,1,1,1
2186,12.0,1,1,1,1,1,1,1,1
2187,4.0,1,1,1,1,1,1,1,1
2188,8.0,1,0,0,0,0,0,0,0
2189,7.0,1,1,1,1,1,1,1,1
2190,4.0,1,1,1,1,1,1,1,1
2191,1.0,1,1,1,1,1,1,1,1
2192,14.0,1,1,1,1,1,1,1,1
2193,1.0,1,1,1,1,1,1,1,1
2194,2.0,1,1,1,1,1,1,1,1
2195,15.0,1,1,1,1,1,1,1,1
2196,11.0,1,1,1,1,1,1,1,1
2197,1.0,0,0,0,0,0,0,0,0
2198,12.0,1,1,1,1,1,1,1,1
2199,10.0,1,1,0,0,0,0,0,0
2200,11.0,1,1,1,1,1,1,1,1
2201,11.0,1,1,1,1,1,1,1,1
2202,10.0,1,1,1,1,1,1,1,1
2203,12.0,1,1,1,1,1,1,1,1
2204,3.0,1,0,0,0,0,0,0,0
2205,3.0,1,1,1,1,1,1,1,1
2206,11.0,1,1,1,1,1,1,1,1
2207,9.0,0,0,0,0,0,0,0,0
2208,13.0,1,1,1,1,1,1,1,1
2209,2.0,1,1,1,1,1,1,1,1
2210,3.0,1,1,1,1,1,1,1,1
2211,8.0,1,1,1,1,1,1,1,1
2212,3.0,1,1,1,1,1,1,1,1
2213,6.0,1,1,1,1,1,1,1,1
2214,5.0,1,1,1,1,1,1,1,1
2215,2.0,1,1,1,1,1,1,1,1
2216,3.0,1,1,1,1,1,1,1,1
2217,9.0,1,1,1,1,1,1,1,1
2218,14.0,0,0,0,0,0,0,0,0
2219,14.0,0,0,0,0,0,0,0,0
2220,5.0,1,1,1,1,1,1,1,1
2221,10.0,1,1,1,1,1,1,1,1
2222,9.0,1,1,1,1,1,1,1,1
2223,7.0,1,0,0,0,0,0,0,0
2224,3.0,1,0,0,0,0,0,0,0
2225,10.0,1,1,1,1,1,1,1,1
2226,5.0,1,1,1,1,1,1,1,1
2227,4.0,1,1,1,1,1,1,1,1
2228,4.0,1,1,1,1,1,1,1,1
2229,4.0,1,1,1,1,1,1,1,1
2230,6.0,1,1,1,1,1,1,1,1
2231,5.0,1,1,1,1,1,1,1,1
2232,8.0,1,1,1,1,1,1,1,1
2233,5.0,1,1,1,1,1,1,1,1
2234,7.0,1,1,1,1,1,1,1,1
2235,2.0,1,1,1,1,1,1,1,1
2236,8.0,1,1,1,1,1,1,1,1
2237,3.0,1,1,1,1,1,1,1,1
2238,8.0,1,1,1,1,1,1,1,1
2239,4.0,0,0,0,0,0,0,0,0
2240,2.0,1,1,1,1,1,1,1,1
2241,6.0,1,1,1,1,1,1,1,1
2242,9.0,1,1,1,1,1,1,1,1
2243,7.0,1,1,1,1,1,1,1,1
2244,14.0,0,0,0,0,0,0,0,0
2245,15.0,0,0,0,0,0,0,0,0
2246,10.0,1,1,1,1,1,1,1,1
2247,2.0,1,1,1,1,1,1,1,1
2248,7.0,1,1,1,1,1,1,1,1
2249,3.0,1,1,1,1,1,1,1,1
2250,4.0,0,0,0,0,0,0,0,0
2251,11.0,1,1,1,1,1,1,1,1
2252,3.0,1,1,1,1,1,1,1,1
2253,6.0,1,1,1,1,1,1,1,1
2254,12.0,1,1,1,1,1,1,1,1
2255,13.0,1,1,1,1,1,1,1,1
2256,1.0,1,1,1,1,1,1,1,1
2257,9.0,1,1,1,1,1,1,1,1
2258,15.0,1,1,1,1,1,1,1,1
2259,14.0,1,1,1,1,1,1,1,1
2260,8.0,1,1,1,1,1,1,1,1
2261,8.0,1,1,1,1,1,1,1,1
2262,13.0,1,1,1,1,1,1,1,1
2263,15.0,1,1,1,1,1,1,1,1
2264,2.0,1,1,1,1,1,1,1,1
2265,13.0,1,1,1,1,1,1,1,1
2266,12.0,1,1,1,1,1,1,1,1
2267,15.0,1,1,1,1,1,1,1,1
2268,4.0,1,0,0,0,0,0,0,0
2269,1.0,1,1,1,1,1,1,1,1
2270,15.0,1,1,1,1,1,1,1,1
2271,7.0,1,1,1,1,1,1,1,1
2272,2.0,1,1,1,1,1,1,1,1
2273,13.0,1,1,1,1,1,1,1,1
2274,15.0,1,1,1,1,1,1,1,1
2275,4.0,1,1,1,1,1,1,1,1
2276,8.0,1,1,1,1,1,1,1,1
2277,2.0,1,1,1,1,1,1,1,1
2278,12.0,1,1,1,1,1,1,1,1
2279,10.0,1,1,1,1,1,1,1,1
2280,10.0,1,1,1,1,1,1,1,1
2281,12.0,1,1,1,1,1,1,1,1
2282,1.0,1,1,1,1,1,1,1,1
2283,10.0,1,1,1,1,1,1,1,1
2284,3.0,1,1,1,1,1,1,1,1
2285,15.0,1,1,1,1,1,1,1,1
2286,3.0,1,1,1,1,1,1,1,1
2287,3.0,1,1,1,1,1,1,1,1
2288,9.0,1,1,1,1,1,1,1,1
2289,13.0,1,1,1,1,1,1,1,1
2290,7.0,1,1,1,1,1,1,1,1
2291,12.0,1,1,1,1,1,1,1,1
2292,15.0,0,0,0,0,0,0,0,0
2293,6.0,1,1,1,1,1,1,1,1
2294,13.0,1,1,1,1,1,1,1,1
2295,4.0,1,1,1,1,1,1,1,1
2296,7.0,1,1,1,1,1,1,1,1
2297,14.0,1,1,1,1,1,1,1,1
2298,12.0,1,1,1,1,1,1,1,1
2299,3.0,1,1,1,1,1,1,1,1
2300,2.0,0,0,0,0,0,0,0,0
2301,9.0,1,1,1,1,1,1,1,1
2302,4.0,1,1,1,1,1,1,1,1
2303,2.0,0,0,0,0,0,0,0,0
2304,12.0,1,1,1,1,1,1,1,1
2305,9.0,1,0,0,0,0,0,0,0
2306,6.0,1,1,1,1,1,1,1,1
2307,11.0,1,1,1,1,1,1,1,1
2308,13.0,1,1,1,1,1,1,1,1
2309,12.0,1,1,0,0,0,0,0,0
2310,9.0,1,1,1,1,1,1,1,1
2311,1.0,0,0,0,0,0,0,0,0
2312,14.0,1,1,1,1,1,1,1,1
2313,1.0,1,0,0,0,0,0,0,0
2314,15.0,1,1,1,1,1,1,1,1
2315,11.0,1,1,1,1,1,1,1,1
2316,15.0,1,1,1,1,1,1,1,1
2317,15.0,1,1,1,1,1,1,1,1
2318,4.0,1,1,1,1,1,1,1,1
2319,7.0,1,1,1,1,1,1,1,1
2320,4.0,1,1,1,1,1,1,1,1
2321,2.0,1,1,1,1,1,1,1,1
2322,1.0,1,1,1,1,1,1,1,1
2323,15.0,1,1,1,1,1,1,1,1
2324,13.0,1,1,1,1,1,1,1,1
2325,7.0,1,1,1,1,1,1,1,1
2326,5.0,1,1,1,1,1,1,1,1
2327,13.0,1,0,0,0,0,0,0,0
2328,6.0,1,1,1,1,1,1,1,1
2329,15.0,1,1,1,1,1,1,1,1
2330,4.0,1,1,1,1,1,1,1,1
2331,14.0,1,1,1,1,1,1,1,1
2332,6.0,1,1,1,1,1,1,1,1
2333,3.0,1,1,1,1,1,1,1,1
2334,9.0,1,1,1,1,1,1,1,1
2335,5.0,1,1,1,1,1,1,1,1
2336,5.0,1,1,1,1,1,1,1,1
2337,9.0,1,1,1,1,1,1,1,1
2338,6.0,1,1,1,1,1,1,1,1
2339,6.0,1,1,1,1,1,1,1,1
2340,10.0,1,0,0,0,0,0,0,0
2341,12.0,1,1,1,1,1,1,1,1
2342,11.0,1,1,1,1,1,1,1,1
2343,14.0,1,1,1,1,1,1,1,1
2344,11.0,1,1,1,1,1,1,1,1
2345,12.0,0,0,0,0,0,0,0,0
2346,6.0,1,1,1,1,1,1,1,1
2347,13.0,1,0,0,0,0,0,0,0
2348,1.0,1,1,1,1,1,1,1,1
2349,7.0,1,1,1,1,1,1,1,1
2350,2.0,1,1,1,1,1,1,1,1
2351,11.0,1,1,1,1,1,1,1,1
2352,11.0,1,1,1,1,1,1,1,1
2353,14.0,1,1,1,1,1,1,1,1
2354,6.0,1,1,1,1,1,1,1,1
2355,3.0,1,1,1,1,1,1,1,1
2356,9.0,1,1,1,1,1,1,1,1
2357,7.0,1,1,1,1,1,1,1,1
2358,13.0,1,1,1,1,1,1,1,1
2359,13.0,1,1,1,1,1,1,1,1
2360,5.0,1,1,1,1,1,1,1,1
2361,7.0,1,1,1,1,1,1,1,1
2362,6.0,1,1,1,1,1,1,1,1
2363,12.0,1,1,1,1,1,1,1,1
2364,10.0,1,1,1,1,1,1,1,1
2365,5.0,1,1,1,1,1,1,1,1
2366,5.0,1,1,0,0,0,0,0,0
2367,6.0,1,1,1,1,1,1,1,1
2368,2.0,1,1,1,1,1,1,1,1
2369,9.0,1,1,1,1,1,1,1,1
2370,8.0,1,1,1,1,1,1,1,1
2371,9.0,1,1,1,1,1,1,1,1
2372,15.0,1,1,1,1,1,1,1,1
2373,8.0,1,1,1,1,1,1,1,1
2374,13.0,1,1,1,1,1,1,1,1
2375,1.0,1,1,1,1,1,1,1,1
2376,9.0,1,1,1,1,1,1,1,1
2377,3.0,1,1,1,1,1,1,1,1
2378,15.0,1,1,1,1,1,1,1,1
2379,11.0,1,1,1,1,1,1,1,1
2380,8.0,1,1,0,0,0,0,0,0
2381,14.0,1,1,1,1,1,1,1,1
2382,10.0,0,0,0,0,0,0,0,0
2383,3.0,1,1,1,1,1,1,1,1
2384,10.0,1,1,1,1,1,1,1,1
2385,1.0,1,1,1,1,1,1,1,1
2386,8.0,1,1,1,1,1,1,1,1
2387,12.0,1,1,1,1,1,1,1,1
2388,4.0,1,1,1,1,1,1,1,1
2389,8.0,1,1,1,1,1,1,1,1
2390,15.0,1,1,1,1,1,1,1,1
2391,6.0,1,0,0,0,0,0,0,0
2392,13.0,1,1,1,1,1,1,1,1
2393,7.0,1,1,0,0,0,0,0,0
2394,2.0,1,1,1,1,1,1,1,1
2395,10.0,1,0,0,0,0,0,0,0
2396,8.0,1,1,1,1,1,1,1,1
2397,11.0,1,1,1,1,1,1,1,1
2398,4.0,1,1,1,1,1,1,1,1
2399,4.0,1,1,1,1,1,1,1,1
2400,11.0,1,1,1,1,1,1,1,1
2401,3.0,1,1,1,1,1,1,1,1
2402,2.0,1,1,1,1,1,1,1,1
2403,1.0,1,1,1,1,1,1,1,1
2404,12.0,1,1,1,1,1,1,1,1
2405,10.0,0,0,0,0,0,0,0,0
2406,7.0,1,1,1,1,1,1,1,1
2407,15.0,1,1,1,1,1,1,1,1
2408,5.0,1,1,1,1,1,1,1,1
2409,7.0,1,1,1,1,1,1,1,1
2410,12.0,0,0,0,0,0,0,0,0
2411,2.0,1,1,1,1,1,1,1,1
2412,3.0,1,1,1,1,1,1,1,1
2413,6.0,0,0,0,0,0,0,0,0
2414,5.0,1,1,1,1,1,1,1,1
2415,10.0,1,1,1,1,1,0,0,0
2416,4.0,1,1,1,1,1,1,1,1
2417,12.0,1,1,1,1,1,1,1,1
2418,4.0,1,1,1,1,1,1,1,1
2419,8.0,1,1,1,1,1,1,1,1
2420,7.0,1,1,1,1,1,1,1,1
2421,14.0,1,1,1,1,1,1,1,1
2422,10.0,1,1,1,1,1,1,1,1
2423,3.0,1,1,1,1,1,1,1,1
2424,7.0,1,1,1,1,1,1,1,1
2425,3.0,1,1,1,1,1,1,1,1
2426,6.0,1,1,1,1,1,1,0,0
2427,8.0,1,1,1,1,1,1,1,1
2428,14.0,1,1,1,1,1,1,1,1
2429,2.0,1,1,1,1,1,1,1,1
2430,7.0,1,1,1,1,1,1,1,1
2431,3.0,1,1,1,1,1,1,1,1
2432,9.0,1,1,1,1,1,1,1,1
2433,7.0,1,1,1,1,1,1,1,1
2434,13.0,1,1,1,1,1,1,1,1
2435,4.0,1,0,0,0,0,0,0,0
2436,12.0,1,1,1,1,1,1,1,1
2437,9.0,1,1,1,1,1,1,1,1
2438,7.0,1,1,1,1,1,1,1,1
2439,6.0,0,0,0,0,0,0,0,0
2440,14.0,1,1,1,1,1,1,1,1
2441,7.0,1,1,1,1,1,1,1,1
2442,7.0,1,1,1,1,1,1,1,1
2443,11.0,1,1,1,1,1,1,1,1
2444,14.0,1,1,1,1,1,1,1,1
2445,10.0,1,0,0,0,0,0,0,0
2446,6.0,1,1,1,1,1,1,1,1
2447,13.0,0,0,0,0,0,0,0,0
2448,8.0,1,1,1,1,1,1,1,1
2449,9.0,1,1,1,1,1,1,1,1
2450,13.0,1,1,1,1,1,1,1,1
2451,13.0,1,1,1,1,1,1,1,1
2452,10.0,1,1,1,1,1,1,1,1
2453,8.0,1,1,1,1,0,0,0,0
2454,2.0,1,1,1,1,1,1,1,1
2455,15.0,1,1,1,1,1,1,1,1
2456,15.0,1,1,1,1,1,1,1,1
2457,8.0,1,1,1,1,1,1,1,1
2458,15.0,1,1,1,1,1,1,1,1
2459,11.0,1,1,1,1,1,1,1,1
2460,6.0,1,1,1,1,1,1,1,1
